Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
356882,...trotzdem Ja zum Leben sagen. Ein Psychologe erlebt das Konzentrationslager,Eiji Yoshikawa,"Yoshikawa, Eiji","Kenkichi Sugimoto, Fuki Wooyenaka Uramatsu",804833184,9.7808E+12,0,3.83,University of New South Wales Press,Paperback,640,1989,1989,,11/2/2013,to-read,to-read (#1260),to-read,,,,0,,,0,,,,,
281062,Data Smart: Using Data Science to Transform Information into Insight,Jonathan D. Spence,"Spence, Jonathan D.",David Lindroth,393315568,9.78039E+12,0,3.92,Wesleyan,Paperback,432,1996,1996,,4/27/2016,to-read,to-read (#1259),to-read,,,,0,,,0,,,,,
26154389,R for Everyone: Advanced Analytics and Graphics,Don DeLillo,"DeLillo, Don",,1501135392,9.7815E+12,0,3.2,Vintage,Hardcover,274,2016,2016,,4/27/2016,to-read,to-read (#1258),to-read,,,,0,,,0,,,,,
21535396,After Babel: Aspects of Language and Translation,Atticus Lish,"Lish, Atticus",,988518333,9.78099E+12,0,3.75,,Paperback,417,2014,2014,,4/27/2016,"greece, tragedy","greece (#4), tragedy (#1)",to-read,,,,0,,,0,,,,,
1473,My Work is Not Yet Done: Three Tales of Corporate Horror,Euripides,"Euripides, Euripides","John Davie, Richard Rutherford",140449299,9.78014E+12,4,4.03,The MIT Press,Paperback,206,2003,-428,4/26/2016,4/26/2016,to-read,to-read (#1257),read,,,,1,,,0,,,,,
26245029,"At the Existentialist Café: Freedom, Being, and Apricot Cocktails",Adam Haslett,"Haslett, Adam",,316261351,9.78032E+12,0,3.69,TarcherPerigee,Hardcover,356,2016,2016,,4/27/2016,to-read,to-read (#1256),to-read,,,,0,,,0,,,,,
8076148,The Little Red Chairs,Marilyn Lake,"Lake, Marilyn",Henry Reynolds,1742231519,9.78174E+12,3,3.78,Paul Dry Books,Paperback,192,2010,2010,4/25/2016,4/25/2012,"programming, non-fiction","programming (#12), non-fiction (#99)",read,,,,1,,,0,,,,,
573569,Laboratory Life: The Construction of Scientific Facts,Norman O. Brown,"Brown, Norman O.",,819561444,9.78082E+12,0,4.17,Penguin Classics,Paperback,387,1985,1959,,4/24/2016,"programming, non-fiction","programming (#11), non-fiction (#98)",to-read,,,,0,,,0,,,,,
274827,The First Total War: Napoleon's Europe and the Birth of Warfare as We Know It,Jacques Ellul,"Ellul, Jacques",Robert K. Merton,394703901,9.78039E+12,0,4.27,Clarendon Press,Paperback,512,1967,1954,,4/22/2016,to-read,to-read (#1255),to-read,,,,0,,,0,,,,,
25512224,Russian Thinkers,Johann Peter Eckermann,"Eckermann, Johann Peter",Johann Wolfgang von Goethe,,,4,4.36,,Kindle Edition,,2014,1836,4/22/2016,4/7/2016,"autobiography, psychoanalysis, non-fiction, germany","autobiography (#18), psychoanalysis (#2), non-fiction (#97), germany (#20)",read,,,,1,,,0,,,,,
26176934,Songs of a Dead Dreamer and Grimscribe,Richard M. Roberts,"Roberts, Richard M.",Roger J.  Kreuz,262029235,9.78026E+12,0,3.58,O'Reilly,Hardcover,248,2015,2015,,4/18/2016,to-read,to-read (#1254),to-read,,,,0,,,0,,,,,
25893950,So Sad Today: Personal Essays,Tara Haelle,"Haelle, Tara",Emily Willingham,399171061,9.7804E+12,0,3.75,,Paperback,336,2016,2016,,4/18/2016,to-read,to-read (#1253),to-read,"This feels like it started out as an annotated edition of the Iliad, and then ballooned into its own book, but it's still an entertaining read. The Trojan War goes through the Iliad (and later, a few other sources), treats the sack of Troy as if it was a historic event (including characters - they probably did not have these names, but similar people probably did exist - ""Whether Helen’s face launched a thousand ships or none, queens of the Bronze Age wielded great power and kings made war over marriage alliances.""), and then goes from event to event - could this have happened this way? Do we have evidence for similar events around that time? Do we have archaeological evidence for similar wars happening at Troy?<br/><br/>An example:<br/><br/><blockquote><br/>When the Greeks sacked the city, they  put Troy to the torch. Archaeology discloses that a savage fire destroyed the settlement level known as Troy VIi (formerly called Troy VIIa). [...] The inferno can be dated, according to the best estimate, sometime between 1230 and 1180 B.C., more likely between 1210 and 1180.<br/></blockquote><br/><br/>or<br/><br/><blockquote><br/>Bronze Age documents show that however brutal the sack of Troy may have been, it would have conformed to the laws of war. Cities that did not surrender would, if they were captured, be destroyed. This rule goes as far back as the first well-documented interstate conflict, the border wars between the two Sumerian city-states of Lagash and Umma between 2500 and 2350 B.C.<br/></blockquote><br/><br/>All the while Strauss is a great narrator - often starting out with ""Now  imagine the scene"", going into living detail how it could have been, then switching over to the primary text with comparison of secondary sources.<br/><br/>The Trojan War is a good introduction to the Iliad and its events, it doesn't purport itself to be an academic work, in fact, the introduction explains most basic archaeology. If you've never had a university course in Greek history or literature go for it.",,,0,,,0,,,,,
937106,The Curious Incident of the Dog in the Night-Time,Walter de la Mare,"Mare, Walter de la",Alison Lurie,1589880129,9.78159E+12,0,3.66,W. W. Norton & Company,Paperback,379,2004,1921,,4/15/2016,to-read,to-read (#1252),to-read,,,,0,,,0,,,,,
1519,Citizenship and Nationhood in France and Germany (Revised),Aeschylus,"Aeschylus, Aeschylus","Robert Fagles, William Bedell Stanford",140443339,9.78014E+12,4,4.01,Deutscher Taschenbuch Verlag,Paperback,335,1984,-458,4/13/2016,4/14/2016,"horror, satire","horror (#8), satire (#3)",read,"A bit of a cheat in the title, this isn't really a concise and structured history but a posthumous collection of essays, speeches, newspaper articles, reviews, chronologically sorted by subject matter.  You have to love it when the introduction already has a quote like ""Klassikerverehrung [ist] eine Spezialität des deutschen Untertanen-Staates"" (hard to translate: the worship of classic novels is a specialty of the German underling-state).<br/><br/>It starts with some ""general"" essays on German literature like on the role of Jews in German literature or the ""heart"" in German writing, and then iterates over authors, starting with Walther von der Vogelweide and ending with a review of Süskind's Das Parfum. There's a bit of a focus is on Reich-Ranicki's temporaries, post WW2 literature, GDR literature - Koeppen, Grass, Kästner, Weiss, Dürrenmatt etc., but it's not like the earlier history in the form of Goethe, Lessing, Hölderlin, Heine, Hesse etc. is neglected. (The essay on Kraus made me laugh - Reich-Ranicki didn't like Kraus' constant need to be some kind of messiah/prophet for his ""disciples"" without a hint of self-irony, no wonder Franzen loves Kraus so much! They're the same person!) <br/><br/>There's so much previously unknown (to me) to discover here (Alfred Polgar, Eva Demski, Jureck Becker, Ulla Hahn, Ingeborg Bachmann, Sarah Kirsch, Erich Fried...), and for that I'm thankful. All essays and reviews are honest - bad writing is dragged to the light, nonsensical formulations by greats like Schiller are logically analyzed and ripped apart, love letters are written to good writing (and sometimes, like in Jelinek's essay, even bad writing is praised if the power behind becomes obvious).<br/><br/>It's a good, but not really coherent intro to German literature with a slight focus on the modern. If you're into that, go for it!",,,1,,,0,,,,,
618108,The Slynx,Viktor E. Frankl,"Frankl, Viktor E.",Hans Weigl,3423301422,9.78342E+12,4,4.36,Little Brown and Company,Paperback,208,2004,1946,4/2/2016,4/5/2016,"horror, short-stories","horror (#7), short-stories (#26)",read,"Small book based on a TED-talk, but luckily without the annoying language of a TED-talk.<br/><br/>It serves as a very brief introduction to Bayesian thinking or Bayesian inference, with a short intro to a world where everything has a false and a negative positive rate - here it is applied to the world of medicine, but you could (should?) also use it in politics, research, sports, economics, the way you run your company etc. I'd love to live in a world where a politician ""flip-flopping"" isn't a bad thing, but something to be lauded when it's a careful decision based on new information (this is a problem in scientific research, too - scientists themselves rarely ""flip-flop"", they just die. The younger generation then picks up the novel outlook from the start - ""science advances one funeral at a time"", as it is ascribed to Planck).<br/><br/>The short length of the talk/book makes criticisms of this style of thinking impossible; for example, you have to be extremely careful when choosing your data, and (un)conscious bias may make you dismiss evidence that you should have included, there can be a lot of (bad) subjectivity involved.<br/><br/>The other two laws are less applicable to a non-researching world - 1) outliers are the source of novel laws (as the ""weird"" motion of Mars while all other planets moved ""nicely"" was the source of Kepler's laws). <br/><br/>2) Human bias influences everything, even the mere act of a patient enrolling in a study introduces bias  - this is a bigger problem in medicine since you have two groups who are influenced by bias (the researchers <i>and</i> the patients).<br/><br/>Bonus quote:<br/><br/><blockquote><br/>The advent of new medical technologies will not diminish bias. They will amplify it. More human arbitration and interpretation will be needed to make sense of studies - and thus more biases will be introduced. Big data is not the solution to the bias problem; it is merely a source of more subtle (or even bigger) biases.<br/></blockquote><br/><br/>(I see that in bioinformatics often - there are many sources of false positive noise, which people usually discard (unmapped reads, repetitive regions etc.), the more noise, the more is discarded. We always throw away important information - in plants, resistance genes often carry many repeats, so I've had a few cases where we had to go ""dig in the garbage"" for our expected resistance genes)",,,1,,,0,,,,,
134575,Meine Geschichte der deutschen Literatur,Bruno Latour,"Latour, Bruno","Steve Woolgar, Jonas Salk",069102832X,9.78069E+12,0,3.86,Harvard University Press,Paperback,296,1986,1979,,3/27/2016,to-read,to-read (#1242),to-read,"Not my favorite Thompson (that seat is still reserved for [b:Pop. 1280|19161888|Pop. 1280|Jim Thompson|https://d.gr-assets.com/books/1403168198s/19161888.jpg|1195573]), but not terrible, either, underwhelming. Some of the typical Thompson themes are here (""you can't win"" etc.), but the atmosphere just doesn't come together - except in the wonderful finale.<br/><br/>P.S.: It's weird how the Goodreads summary focuses all on the ""target"" of the book, even though the large majority is from the point of view of the would-be assassin.<br/><br/>P.P.S.: There's a wonderfully typical noir scene. Charlie throws up in the bathroom, and the woman immediately brings him what is expected of the genre to ""settle his stomach"": a glass of whisky and a cigarette. ",,,0,,,0,,,,,
269717,Seneca: A Life,David Avrom Bell,"Bell, David Avrom",,618349650,9.78062E+12,0,3.72,"Oxford University Press, USA",Hardcover,432,2007,2007,,3/26/2016,to-read,to-read (#1241),to-read,,,,0,,,0,,,,,
19185364,Atlas,Isaiah Berlin,"Berlin, Isaiah",Aileen Kelly,,,0,4.29,Penguin Classics,Kindle Edition,448,2013,1978,,3/26/2016,to-read,to-read (#1240),to-read,,,,0,,,0,,,,,
317330,"Year's Best Weird Fiction, Vol. 1",Thomas C. Schelling,"Schelling, Thomas C.",,674840313,9.78067E+12,0,4.02,Tin House Books,Paperback,328,1981,1960,,3/20/2016,to-read,to-read (#1020),to-read,"A history, and the psychology, and what we should learn from the Holocaust. The central thesis is that statelessness is a prerequisite for murder on such a scale, evidenced by the fact that Jews as citizens of functioning states (even of Germany) survived in greater numbers than Jews of destroyed states, such as Poland.<br/><br/><blockquote><br/>If Jews were to be removed from the planet, they first had to be separated from the state. As she [Hannah Arendt] wrote later, “one could do as one pleased only with stateless people.”<br/></blockquote><br/><br/>On the way Snyder tries to right some myths - like the one that only Nazis killed in large numbers yet the Nazis managed to usually recruit the local population, or that the United States intentionally rescued Jews from genocide (the US gave 4,705 visas to Jews from July 42 to June 43, less than were murdered per day in 1942 in Treblinka).<br/><br/><blockquote><br/>Age-old antisemitism cannot explain why pogroms began precisely in summer 1941. Such an explanation ignores the suggestive fact that pogroms were most numerous where Germans drove out Soviet power, and the obviously material fact that the instigation of pogroms in such places was explicit German policy.<br/></blockquote><br/><br/>The latter is explained with psychology - citizens who used to collaborate with the Soviets could ""clean themselves"" in the eyes of the Germans by participating in Pogroms - ""The Judeobolshevik myth, spread locally by militias, provided the perfect escape route for most Soviet collaborators"", a collective rewriting of history, it wasn't the Soviets, it was the Jews, with the added bonus of being able to take the houses and belongings of the murdered Jews.<br/><br/>Psychology plays a large part in the last third, which is more positive - why did various people and groups save Jews? It's almost as if the author included these parts to save his own belief in humanity.<br/><br/>The last chapter ""Conclusion"" is all about what we can learn from this - part of the panic that gave rise to Hitler was rising prices for food, which was much more expensive than nowadays thanks to the Green Revolution (Norman Borlaug is severely under-appreciated). We face similar problems with climate change, and if we don't change, we may fall into the same trap. We can't afford to chip away at the states, either in the name of neoliberalism, or in the name of the Left. We need states and their institutions:<br/><br/><blockquote><br/>When states are absent, rights—by any definition—are impossible to sustain. States are not structures to be taken for granted, exploited, or discarded, but are fruits of long and quiet effort. It is tempting but dangerous to gleefully fragment the state from the Right or knowingly gaze at the shards from the Left.<br/></blockquote><br/><br/>I could pull out quotes all day.<br/><br/>P.S.: Bonus-quip:<br/><blockquote><br/>The righteous few were behaving in a way that a norm based upon economic calculations of personal welfare would regard as irrational.<br/></blockquote><br/><br/>P.P.S.: Did you know that Poland funded many early Zionist (and militant Zionist) organizations? I didn't! The history of these small paramilitary organizations like Betar forms a small, but very interesting part.<br/>",,,0,,,0,,,,,
